Date,ret,RM-Rf,SMB,HML,RMW,CMA,Lag1,Lag2,Lag3,Lag4,Lag5
6/2/2016,0.333918256,0.35,0.26,-0.58,-0.21,0.04,0.269800322,-0.046561603,0.44797809,-0.018710006,0.722680856
6/3/2016,-0.278190458,-0.38,-0.2,-0.08,0.53,0.16,0.333918256,0.269800322,-0.046561603,0.44797809,-0.018710006
6/6/2016,0.518663895,0.6,0.72,0.3,-0.19,-0.12,-0.278190458,0.333918256,0.269800322,-0.046561603,0.44797809
6/7/2016,0.193831935,0.12,0.21,0.1,0.35,0.22,0.518663895,-0.278190458,0.333918256,0.269800322,-0.046561603
6/8/2016,0.349725378,0.37,0.44,-0.09,0.03,-0.11,0.193831935,0.518663895,-0.278190458,0.333918256,0.269800322
6/9/2016,-0.202342424,-0.27,-0.43,-0.23,0.33,0.15,0.349725378,0.193831935,0.518663895,-0.278190458,0.333918256
6/10/2016,-1.036456447,-1.05,-0.38,-0.18,0.19,0.57,-0.202342424,0.349725378,0.193831935,0.518663895,-0.278190458
6/13/2016,-0.831364395,-0.84,-0.36,0.12,-0.21,-0.06,-1.036456447,-0.202342424,0.349725378,0.193831935,0.518663895
6/14/2016,-0.18009329,-0.19,0.15,-0.71,0.33,0.09,-0.831364395,-1.036456447,-0.202342424,0.349725378,0.193831935
6/15/2016,-0.103897596,-0.11,0.24,-0.03,-0.09,0.08,-0.18009329,-0.831364395,-1.036456447,-0.202342424,0.349725378
6/16/2016,0.292499749,0.24,-0.33,-0.43,0.26,0.32,-0.103897596,-0.18009329,-0.831364395,-1.036456447,-0.202342424
6/17/2016,-0.330277439,-0.3,0.05,0.93,0.39,0.49,0.292499749,-0.103897596,-0.18009329,-0.831364395,-1.036456447
6/20/2016,0.678197994,0.71,0.6,0.01,-0.18,0.09,-0.330277439,0.292499749,-0.103897596,-0.18009329,-0.831364395
6/21/2016,0.215697166,0.21,-0.63,0.51,-0.2,-0.03,0.678197994,-0.330277439,0.292499749,-0.103897596,-0.18009329
6/22/2016,-0.225057778,-0.2,-0.32,0.08,0.06,-0.03,0.215697166,0.678197994,-0.330277439,0.292499749,-0.103897596
6/23/2016,1.370705204,1.45,0.55,0.47,-0.57,-0.24,-0.225057778,0.215697166,0.678197994,-0.330277439,0.292499749
6/24/2016,-3.707450888,-3.7,0.03,-1.21,1.01,0.18,1.370705204,-0.225057778,0.215697166,0.678197994,-0.330277439
6/27/2016,-2.009493515,-2.07,-1.07,-0.72,0.64,0.45,-3.707450888,1.370705204,-0.225057778,0.215697166,0.678197994
6/28/2016,1.817098107,1.76,-0.37,0.17,-0.64,-0.51,-2.009493515,-3.707450888,1.370705204,-0.225057778,0.215697166
6/29/2016,1.775204382,1.8,0.3,-0.03,-0.14,-0.31,1.817098107,-2.009493515,-3.707450888,1.370705204,-0.225057778
6/30/2016,1.362345021,1.42,0.38,0.42,-0.11,0.31,1.775204382,1.817098107,-2.009493515,-3.707450888,1.370705204
7/1/2016,0.195776402,0.24,0.46,-0.44,-0.12,0.27,1.362345021,1.775204382,1.817098107,-2.009493515,-3.707450888
7/5/2016,-0.747867092,-0.85,-0.84,-1.37,0.63,-0.72,0.195776402,1.362345021,1.775204382,1.817098107,-2.009493515
7/6/2016,0.608066805,0.62,0.18,-0.15,-0.08,-0.17,-0.747867092,0.195776402,1.362345021,1.775204382,1.817098107
7/7/2016,-0.046655868,0.02,0.32,-0.17,0.1,-0.28,0.608066805,-0.747867092,0.195776402,1.362345021,1.775204382
7/8/2016,1.546257878,1.6,0.97,0.3,-0.02,0.3,-0.046655868,0.608066805,-0.747867092,0.195776402,1.362345021
7/11/2016,0.412602067,0.43,0.68,0.26,0.31,-0.07,1.546257878,-0.046655868,0.608066805,-0.747867092,0.195776402
7/12/2016,0.829196743,0.75,0.74,0.99,-0.64,0.68,0.412602067,1.546257878,-0.046655868,0.608066805,-0.747867092
7/13/2016,-0.054439063,-0.05,-0.46,0.49,0.58,-0.03,0.829196743,0.412602067,1.546257878,-0.046655868,0.608066805
7/14/2016,0.4800192,0.51,-0.42,0.46,-0.07,0.04,-0.054439063,0.829196743,0.412602067,1.546257878,-0.046655868
7/15/2016,-0.108468884,-0.05,0.29,0,-0.29,-0.01,0.4800192,-0.054439063,0.829196743,0.412602067,1.546257878
7/18/2016,0.28001746,0.25,0.01,-0.13,0.06,-0.2,-0.108468884,0.4800192,-0.054439063,0.829196743,0.412602067
7/19/2016,-0.198649305,-0.22,-0.64,0.05,0.5,-0.24,0.28001746,-0.108468884,0.4800192,-0.054439063,0.829196743
7/20/2016,0.531865142,0.48,0.39,-0.89,-0.11,-0.35,-0.198649305,0.28001746,-0.108468884,0.4800192,-0.054439063
7/21/2016,-0.396368411,-0.38,-0.05,-0.04,0.12,0.02,0.531865142,-0.198649305,0.28001746,-0.108468884,0.4800192
7/22/2016,0.477217595,0.48,0.29,-0.13,0.41,-0.28,-0.396368411,0.531865142,-0.198649305,0.28001746,-0.108468884
7/25/2016,-0.260843775,-0.27,-0.04,-0.23,0.45,-0.39,0.477217595,-0.396368411,0.531865142,-0.198649305,0.28001746
7/26/2016,0.10802198,0.13,0.61,0.54,-0.55,0.71,-0.260843775,0.477217595,-0.396368411,0.531865142,-0.198649305
7/27/2016,-0.117026111,-0.14,0.51,-0.43,-0.12,-0.56,0.10802198,-0.260843775,0.477217595,-0.396368411,0.531865142
7/28/2016,0.126026633,0.18,-0.53,-0.32,-0.11,-0.16,-0.117026111,0.10802198,-0.260843775,0.477217595,-0.396368411
7/29/2016,0.233635963,0.17,-0.06,0,-0.05,0.35,0.126026633,-0.117026111,0.10802198,-0.260843775,0.477217595
8/1/2016,-0.134737981,-0.16,0.07,-0.9,0.52,-0.74,0.233635963,0.126026633,-0.117026111,0.10802198,-0.260843775
8/2/2016,-0.757783681,-0.7,-0.61,0.18,-0.42,0.17,-0.134737981,0.233635963,0.126026633,-0.117026111,0.10802198
8/3/2016,0.370584435,0.45,0.59,0.82,-0.78,0.18,-0.757783681,-0.134737981,0.233635963,0.126026633,-0.117026111
8/4/2016,0.117253697,0.05,0.06,-0.39,0.16,0.06,0.370584435,-0.757783681,-0.134737981,0.233635963,0.126026633
8/5/2016,0.825620364,0.93,0.56,0.92,-0.57,-0.34,0.117253697,0.370584435,-0.757783681,-0.134737981,0.233635963
8/8/2016,-0.06257792,-0.06,0.11,0.51,0.04,0.46,0.825620364,0.117253697,0.370584435,-0.757783681,-0.134737981
8/9/2016,0.089390657,0.05,-0.06,-0.27,-0.14,-0.23,-0.06257792,0.825620364,0.117253697,0.370584435,-0.757783681
8/10/2016,-0.295320502,-0.29,-0.47,-0.2,0.65,-0.01,0.089390657,-0.06257792,0.825620364,0.117253697,0.370584435
8/11/2016,0.500606471,0.54,0.14,0.03,-0.33,0.21,-0.295320502,0.089390657,-0.06257792,0.825620364,0.117253697
8/12/2016,-0.098137266,-0.06,0.13,-0.16,-0.15,-0.28,0.500606471,-0.295320502,0.089390657,-0.06257792,0.825620364
8/15/2016,0.365268869,0.39,0.81,0.39,-0.31,0.4,-0.098137266,0.500606471,-0.295320502,0.089390657,-0.06257792
8/16/2016,-0.570755623,-0.57,-0.2,0.58,-0.1,0.32,0.365268869,-0.098137266,0.500606471,-0.295320502,0.089390657
8/17/2016,0.125128874,0.12,-0.5,0.25,0.1,0.05,-0.570755623,0.365268869,-0.098137266,0.500606471,-0.295320502
8/18/2016,0.312154062,0.32,0.48,0.34,-0.53,0.37,0.125128874,-0.570755623,0.365268869,-0.098137266,0.500606471
8/19/2016,-0.142557438,-0.11,0.07,-0.14,0.24,-0.15,0.312154062,0.125128874,-0.570755623,0.365268869,-0.098137266
8/22/2016,0.026730428,-0.02,0.23,-0.4,0.01,-0.36,-0.142557438,0.312154062,0.125128874,-0.570755623,0.365268869
8/23/2016,0.267091854,0.27,0.55,-0.02,-0.02,0.06,0.026730428,-0.142557438,0.312154062,0.125128874,-0.570755623
8/24/2016,-0.561723723,-0.56,-0.45,0.38,0.45,-0.09,0.267091854,0.026730428,-0.142557438,0.312154062,0.125128874
8/25/2016,-0.062621643,-0.08,0.21,0.48,-0.26,0.27,-0.561723723,0.267091854,0.026730428,-0.142557438,0.312154062
8/26/2016,-0.20596889,-0.15,0.11,-0.09,-0.42,-0.2,-0.062621643,-0.561723723,0.267091854,0.026730428,-0.142557438
8/29/2016,0.545390496,0.53,0,0.34,-0.06,0.21,-0.20596889,-0.062621643,-0.561723723,0.267091854,0.026730428
8/30/2016,-0.160616661,-0.14,0.22,0.29,-0.1,-0.32,0.545390496,-0.20596889,-0.062621643,-0.561723723,0.267091854
8/31/2016,-0.286212632,-0.24,-0.35,0.14,0.3,-0.35,-0.160616661,0.545390496,-0.20596889,-0.062621643,-0.561723723
9/1/2016,0.053710884,0.03,0.07,-0.51,0.11,-0.14,-0.286212632,-0.160616661,0.545390496,-0.20596889,-0.062621643
9/2/2016,0.50895823,0.53,0.43,0.35,-0.15,0.19,0.053710884,-0.286212632,-0.160616661,0.545390496,-0.20596889
9/6/2016,0.284602174,0.26,0.02,-0.54,-0.65,0.03,0.50895823,0.053710884,-0.286212632,-0.160616661,0.545390496
9/7/2016,0.133125115,0.09,0.61,0.03,-0.11,-0.25,0.284602174,0.50895823,0.053710884,-0.286212632,-0.160616661
9/8/2016,-0.257524373,-0.18,0.04,0.59,-0.86,0.41,0.133125115,0.284602174,0.50895823,0.053710884,-0.286212632
9/9/2016,-2.521310942,-2.47,-0.56,0.41,0.04,-0.44,-0.257524373,0.133125115,0.284602174,0.50895823,0.053710884
9/12/2016,1.385593407,1.44,-0.03,-0.43,-0.14,-0.17,-2.521310942,-0.257524373,0.133125115,0.284602174,0.50895823
9/13/2016,-1.57674129,-1.48,-0.3,-0.43,0.56,-0.7,1.385593407,-2.521310942,-0.257524373,0.133125115,0.284602174
9/14/2016,0.009170389,-0.08,0.06,-0.81,0.1,-0.45,-1.57674129,1.385593407,-2.521310942,-0.257524373,0.133125115
9/15/2016,1.022910534,1.07,0.3,-0.32,0.03,-0.2,0.009170389,-1.57674129,1.385593407,-2.521310942,-0.257524373
9/16/2016,-0.40060815,-0.36,0.29,-0.45,0.18,-0.19,1.022910534,0.009170389,-1.57674129,1.385593407,-2.521310942
9/19/2016,0.145876484,0.05,0.51,0.15,-0.08,0.36,-0.40060815,1.022910534,0.009170389,-1.57674129,1.385593407
9/20/2016,-0.045556194,-0.02,-0.35,-0.41,-0.55,-0.1,0.145876484,-0.40060815,1.022910534,0.009170389,-1.57674129
9/21/2016,1.141833112,1.12,0.2,0.33,-0.44,0.52,-0.045556194,0.145876484,-0.40060815,1.022910534,0.009170389
9/22/2016,0.727209733,0.7,0.81,-0.06,0.05,0.1,1.141833112,-0.045556194,0.145876484,-0.40060815,1.022910534
9/23/2016,-0.574137662,-0.6,-0.05,-0.21,0.53,-0.52,0.727209733,1.141833112,-0.045556194,0.145876484,-0.40060815
9/26/2016,-0.794902063,-0.88,-0.3,-0.35,-0.15,0.17,-0.574137662,0.727209733,1.141833112,-0.045556194,0.145876484
9/27/2016,0.569706681,0.64,-0.13,-0.5,-0.02,-0.38,-0.794902063,-0.574137662,0.727209733,1.141833112,-0.045556194
9/28/2016,0.584412745,0.56,0.22,1.1,-1,1.15,0.569706681,-0.794902063,-0.574137662,0.727209733,1.141833112
9/29/2016,-0.981936323,-0.98,-0.39,0.53,0.26,0.67,0.584412745,0.569706681,-0.794902063,-0.574137662,0.727209733
9/30/2016,0.78452289,0.88,0.42,0.35,-0.24,0.1,-0.981936323,0.584412745,0.569706681,-0.794902063,-0.574137662
10/3/2016,-0.305860055,-0.26,-0.05,-0.12,0.01,0.17,0.78452289,-0.981936323,0.584412745,0.569706681,-0.794902063
10/4/2016,-0.451529735,-0.46,0.06,0.15,0.11,-0.31,-0.305860055,0.78452289,-0.981936323,0.584412745,0.569706681
10/5/2016,0.38842569,0.58,0.42,0.8,-0.49,0.44,-0.451529735,-0.305860055,0.78452289,-0.981936323,0.584412745
10/6/2016,0.036032081,-0.06,-0.22,0.28,0.46,0.23,0.38842569,-0.451529735,-0.305860055,0.78452289,-0.981936323
10/7/2016,-0.379217988,-0.38,-0.53,0.19,-0.24,-0.35,0.036032081,0.38842569,-0.451529735,-0.305860055,0.78452289
10/10/2016,0.541328348,0.52,0.56,0.04,-0.56,-0.18,-0.379217988,0.036032081,0.38842569,-0.451529735,-0.305860055
10/11/2016,-1.340573916,-1.3,-0.56,0.46,0.42,0.08,0.541328348,-0.379217988,0.036032081,0.38842569,-0.451529735
10/12/2016,0.118472475,0.06,-0.21,0.35,0.73,0.13,-1.340573916,0.541328348,-0.379217988,0.036032081,0.38842569
10/13/2016,-0.355862327,-0.42,-0.74,-0.64,0.31,-0.15,0.118472475,-1.340573916,0.541328348,-0.379217988,0.036032081
10/14/2016,-0.027435475,0.01,-0.35,0.58,0.1,0.1,-0.355862327,0.118472475,-1.340573916,0.541328348,-0.379217988
10/17/2016,-0.283844914,-0.29,-0.02,0.16,0.11,0.11,-0.027435475,-0.355862327,0.118472475,-1.340573916,0.541328348
10/18/2016,0.585123228,0.6,-0.17,0.05,-0.34,-0.31,-0.283844914,-0.027435475,-0.355862327,0.118472475,-1.340573916
10/19/2016,0.318521335,0.25,0.13,0.94,-0.13,0.5,0.585123228,-0.283844914,-0.027435475,-0.355862327,0.118472475
10/20/2016,-0.190974697,-0.16,-0.04,-0.12,-0.48,-0.02,0.318521335,0.585123228,-0.283844914,-0.027435475,-0.355862327
10/21/2016,-0.036406514,0.02,-0.19,-0.31,0.12,-0.17,-0.190974697,0.318521335,0.585123228,-0.283844914,-0.027435475
10/24/2016,0.499639626,0.54,0.07,-0.18,0.59,-0.49,-0.036406514,-0.190974697,0.318521335,0.585123228,-0.283844914
10/25/2016,-0.426830888,-0.46,-0.6,0.22,0.05,-0.03,0.499639626,-0.036406514,-0.190974697,0.318521335,0.585123228
10/26/2016,-0.300777044,-0.23,-0.73,0.71,0.13,0.51,-0.426830888,0.499639626,-0.036406514,-0.190974697,0.318521335
10/27/2016,-0.338319702,-0.33,-0.94,0.58,-0.06,0.02,-0.300777044,-0.426830888,0.499639626,-0.036406514,-0.190974697
10/28/2016,-0.330273453,-0.29,-0.15,0.08,-0.17,0.35,-0.338319702,-0.300777044,-0.426830888,0.499639626,-0.036406514
10/31/2016,0.064313389,0.02,0.11,0.09,0.5,-0.35,-0.330273453,-0.338319702,-0.300777044,-0.426830888,0.499639626
11/1/2016,-0.746656572,-0.68,-0.38,0.19,-0.5,-0.06,0.064313389,-0.330273453,-0.338319702,-0.300777044,-0.426830888
11/2/2016,-0.696346517,-0.73,-0.56,0.26,1.01,0.1,-0.746656572,0.064313389,-0.330273453,-0.338319702,-0.300777044
11/3/2016,-0.438867232,-0.4,-0.37,1.05,0.16,0.79,-0.696346517,-0.746656572,0.064313389,-0.330273453,-0.338319702
11/4/2016,-0.065535544,-0.12,0.85,-0.44,-0.1,-0.05,-0.438867232,-0.696346517,-0.746656572,0.064313389,-0.330273453
11/7/2016,2.185891196,2.23,0.17,-0.12,-0.29,-0.23,-0.065535544,-0.438867232,-0.696346517,-0.746656572,0.064313389
11/8/2016,0.429672416,0.4,-0.11,-0.22,-0.05,0.3,2.185891196,-0.065535544,-0.438867232,-0.696346517,-0.746656572
11/9/2016,1.233016788,1.46,2.13,1.03,-0.77,0.73,0.429672416,2.185891196,-0.065535544,-0.438867232,-0.696346517
11/10/2016,0.350797995,0.32,1.48,1.83,-0.11,0.35,1.233016788,0.429672416,2.185891196,-0.065535544,-0.438867232
11/11/2016,0.035915967,0.18,2.53,-0.01,0.08,-0.34,0.350797995,1.233016788,0.429672416,2.185891196,-0.065535544
11/14/2016,0.25995992,0.21,0.9,1.41,-0.23,0.34,0.035915967,0.350797995,1.233016788,0.429672416,2.185891196
11/15/2016,0.775847496,0.8,-0.55,0.16,-0.6,0.22,0.25995992,0.035915967,0.350797995,1.233016788,0.429672416
11/16/2016,-0.142237671,-0.12,0.22,-0.55,0.78,-0.17,0.775847496,0.25995992,0.035915967,0.350797995,1.233016788
11/17/2016,0.505795713,0.56,0.16,-0.15,0.18,-0.42,-0.142237671,0.775847496,0.25995992,0.035915967,0.350797995
11/18/2016,-0.186060992,-0.16,0.56,0.39,-0.23,0.1,0.505795713,-0.142237671,0.775847496,0.25995992,0.035915967
11/21/2016,0.750932036,0.77,-0.26,0.07,-0.08,0.36,-0.186060992,0.505795713,-0.142237671,0.775847496,0.25995992
11/22/2016,0.290017519,0.31,0.64,0.53,0.85,0.28,0.750932036,-0.186060992,0.505795713,-0.142237671,0.775847496
11/23/2016,0.140303301,0.16,0.55,0.19,-0.3,0.16,0.290017519,0.750932036,-0.186060992,0.505795713,-0.142237671
11/25/2016,0.384861296,0.4,-0.05,-0.29,0.26,-0.16,0.140303301,0.290017519,0.750932036,-0.186060992,0.505795713
11/28/2016,-0.57783489,-0.64,-0.77,0.09,0.7,-0.35,0.384861296,0.140303301,0.290017519,0.750932036,-0.186060992
11/29/2016,0.140405939,0.11,-0.37,-0.06,0.48,-0.5,-0.57783489,0.384861296,0.140303301,0.290017519,0.750932036
11/30/2016,-0.237021506,-0.25,-0.2,2.22,-1.53,2,0.140405939,-0.57783489,0.384861296,0.140303301,0.290017519
12/1/2016,-0.413944717,-0.36,-0.38,2.04,0.39,0.62,-0.237021506,0.140405939,-0.57783489,0.384861296,0.140303301
12/2/2016,0,0,-0.01,-0.33,-0.13,0.09,-0.413944717,-0.237021506,0.140405939,-0.57783489,0.384861296
12/5/2016,0.694772124,0.75,1.11,0.29,-0.33,-0.16,0,-0.413944717,-0.237021506,0.140405939,-0.57783489
12/6/2016,0.507062908,0.48,0.63,0.22,-0.14,-0.09,0.694772124,0,-0.413944717,-0.237021506,0.140405939
12/7/2016,1.230605894,1.26,-0.48,0.5,0.89,-0.01,0.507062908,0.694772124,0,-0.413944717,-0.237021506
12/8/2016,0.361125724,0.36,1.23,0.6,-0.26,-0.1,1.230605894,0.507062908,0.694772124,0,-0.413944717
12/9/2016,0.539216328,0.46,-0.35,0.2,-0.05,-0.04,0.361125724,1.230605894,0.507062908,0.694772124,0
12/12/2016,-0.256413289,-0.3,-0.97,-0.13,0.17,0.03,0.539216328,0.361125724,1.230605894,0.507062908,0.694772124
12/13/2016,0.58023788,0.6,-0.58,-0.26,0.04,-0.17,-0.256413289,0.539216328,0.361125724,1.230605894,0.507062908
12/14/2016,-0.905964985,-0.82,-0.39,-0.29,0.45,-0.52,0.58023788,-0.256413289,0.539216328,0.361125724,1.230605894
12/15/2016,0.41125631,0.46,0.46,0.3,0.04,0.06,-0.905964985,0.58023788,-0.256413289,0.539216328,0.361125724
12/16/2016,-0.154029072,-0.22,-0.02,-0.41,-0.19,-0.01,0.41125631,-0.905964985,0.58023788,-0.256413289,0.539216328
12/19/2016,0.282205025,0.22,0.32,0.08,0.25,0.05,-0.154029072,0.41125631,-0.905964985,0.58023788,-0.256413289
12/20/2016,0.42618832,0.44,0.5,0.64,0.12,0.1,0.282205025,-0.154029072,0.41125631,-0.905964985,0.58023788
12/21/2016,-0.28276887,-0.24,-0.35,0.22,0.14,0.05,0.42618832,0.282205025,-0.154029072,0.41125631,-0.905964985
12/22/2016,-0.257759585,-0.3,-0.77,0.26,-0.19,0.05,-0.28276887,0.42618832,0.282205025,-0.154029072,0.41125631
12/23/2016,0.154726128,0.19,0.52,-0.5,-0.4,-0.15,-0.257759585,-0.28276887,0.42618832,0.282205025,-0.154029072
12/27/2016,0.24879213,0.27,0.23,0.14,0.14,0.04,0.154726128,-0.257759585,-0.28276887,0.42618832,0.282205025
12/28/2016,-0.834593895,-0.87,-0.29,0.09,0.19,-0.15,0.24879213,0.154726128,-0.257759585,-0.28276887,0.42618832
12/29/2016,0.00864127,-0.04,0.1,-0.33,0.27,0.02,-0.834593895,0.24879213,0.154726128,-0.257759585,-0.28276887
12/30/2016,-0.372180805,-0.52,-0.06,0.2,-0.09,0.03,0.00864127,-0.834593895,0.24879213,0.154726128,-0.257759585
1/3/2017,0.760205393,0.83,-0.1,0.06,-0.24,0.27,-0.372180805,0.00864127,-0.834593895,0.24879213,0.154726128
1/4/2017,0.762989936,0.79,0.96,-0.15,-0.52,-0.03,0.760205393,-0.372180805,0.00864127,-0.834593895,0.24879213
1/5/2017,-0.19662504,-0.21,-1.02,-0.78,-0.24,-0.08,0.762989936,0.760205393,-0.372180805,0.00864127,-0.834593895
1/6/2017,0.316121318,0.29,-0.74,-0.3,-0.36,-0.3,-0.19662504,0.762989936,0.760205393,-0.372180805,0.00864127
1/9/2017,-0.384586484,-0.37,-0.34,-1.04,0.13,-0.52,0.316121318,-0.19662504,0.762989936,0.760205393,-0.372180805
1/10/2017,0.077038504,0.16,0.93,0.44,0.02,0.05,-0.384586484,0.316121318,-0.19662504,0.762989936,0.760205393
1/11/2017,0.316072934,0.31,-0.15,0.66,0.07,0.28,0.077038504,-0.384586484,0.316121318,-0.19662504,0.762989936
1/12/2017,-0.264758969,-0.3,-0.64,-0.88,0.06,-0.28,0.316072934,0.077038504,-0.384586484,0.316121318,-0.19662504
1/13/2017,0.247709263,0.29,0.59,-0.08,-0.29,-0.17,-0.264758969,0.316072934,0.077038504,-0.384586484,0.316121318
1/17/2017,-0.444596161,-0.49,-0.96,-0.63,0.55,0.39,0.247709263,-0.264758969,0.316072934,0.077038504,-0.384586484
1/18/2017,0.231095835,0.24,0.2,0.24,-0.09,-0.1,-0.444596161,0.247709263,-0.264758969,0.316072934,0.077038504
1/19/2017,-0.394027123,-0.38,-0.55,-0.04,-0.12,-0.03,0.231095835,-0.444596161,0.247709263,-0.264758969,0.316072934
1/20/2017,0.342723275,0.33,0.09,0.2,0.16,0.01,-0.394027123,0.231095835,-0.444596161,0.247709263,-0.264758969
1/23/2017,-0.265535217,-0.29,-0.05,-0.33,0.43,-0.35,0.342723275,-0.394027123,0.231095835,-0.444596161,0.247709263
1/24/2017,0.777421769,0.83,0.79,0.82,-0.24,0.49,-0.265535217,0.342723275,-0.394027123,0.231095835,-0.444596161
1/25/2017,0.855843167,0.84,0.22,0.44,-0.19,-0.16,0.777421769,-0.265535217,0.342723275,-0.394027123,0.231095835
1/26/2017,-0.143552207,-0.1,-0.58,0.41,-0.05,-0.16,0.855843167,0.777421769,-0.265535217,0.342723275,-0.394027123
1/27/2017,-0.160679099,-0.12,-0.06,-0.68,0.13,0.05,-0.143552207,0.855843167,0.777421769,-0.265535217,0.342723275
1/30/2017,-0.679351719,-0.68,-0.73,-0.46,0.66,-0.16,-0.160679099,-0.143552207,0.855843167,0.777421769,-0.265535217
1/31/2017,0.085187288,0,0.81,-0.57,-0.41,-0.25,-0.679351719,-0.160679099,-0.143552207,0.855843167,0.777421769
2/1/2017,-0.008501581,0.04,-0.08,0.04,0.21,-0.23,0.085187288,-0.679351719,-0.160679099,-0.143552207,0.855843167
2/2/2017,0.068090459,-0.02,-0.3,-0.32,-0.34,0.16,-0.008501581,0.085187288,-0.679351719,-0.160679099,-0.143552207
2/3/2017,0.75438821,0.82,0.61,0.75,-0.55,0.32,0.068090459,-0.008501581,0.085187288,-0.679351719,-0.160679099
2/6/2017,-0.236722242,-0.27,-0.63,-0.2,0.1,-0.21,0.75438821,0.068090459,-0.008501581,0.085187288,-0.679351719
2/7/2017,-0.008466448,-0.01,-0.37,-0.51,0.41,-0.23,-0.236722242,0.75438821,0.068090459,-0.008501581,0.085187288
2/8/2017,0.109995078,0.06,-0.28,-0.59,0.3,-0.07,-0.008466448,-0.236722242,0.75438821,0.068090459,-0.008501581
2/9/2017,0.65738878,0.72,0.7,0.07,-0.29,0.06,0.109995078,-0.008466448,-0.236722242,0.75438821,0.068090459
2/10/2017,0.419136817,0.38,0.41,0.14,-0.01,0.15,0.65738878,0.109995078,-0.008466448,-0.236722242,0.75438821
2/13/2017,0.500679926,0.49,-0.26,0.33,0.02,0.04,0.419136817,0.65738878,0.109995078,-0.008466448,-0.236722242
2/14/2017,0.365584245,0.45,-0.17,0.35,-0.43,-0.08,0.500679926,0.419136817,0.65738878,0.109995078,-0.008466448
2/15/2017,0.545862372,0.54,0.14,-0.42,0.2,-0.06,0.365584245,0.500679926,0.419136817,0.65738878,0.109995078
2/16/2017,-0.090786994,-0.16,-0.21,0.01,0.34,-0.23,0.545862372,0.365584245,0.500679926,0.419136817,0.65738878
2/17/2017,0.14850421,0.2,-0.06,-0.54,0.03,-0.4,-0.090786994,0.545862372,0.365584245,0.500679926,0.419136817
2/21/2017,0.591762475,0.6,0.06,0.13,0.3,0.37,0.14850421,-0.090786994,0.545862372,0.365584245,0.500679926
2/22/2017,-0.131212072,-0.15,-0.37,0.11,0.54,-0.33,0.591762475,0.14850421,-0.090786994,0.545862372,0.365584245
2/23/2017,-0.073870414,-0.11,-0.71,0.24,-0.23,-0.45,-0.131212072,0.591762475,0.14850421,-0.090786994,0.545862372
2/24/2017,0.164113524,0.15,-0.1,-0.98,0.35,-0.23,-0.073870414,-0.131212072,0.591762475,0.14850421,-0.090786994
2/27/2017,0.221077008,0.22,0.85,-0.33,-0.38,-0.14,0.164113524,-0.073870414,-0.131212072,0.591762475,0.14850421
2/28/2017,-0.368752418,-0.42,-1.35,0.16,0.04,-0.2,0.221077008,0.164113524,-0.073870414,-0.131212072,0.591762475
3/1/2017,1.337454464,1.47,0.53,0.78,-0.44,0.54,-0.368752418,0.221077008,0.164113524,-0.073870414,-0.131212072
3/2/2017,-0.642023936,-0.7,-0.54,-0.9,0.64,-0.43,1.337454464,-0.368752418,0.221077008,0.164113524,-0.073870414
3/3/2017,0.081487997,0.09,-0.18,0.13,-0.08,-0.1,-0.642023936,1.337454464,-0.368752418,0.221077008,0.164113524
3/6/2017,-0.391797407,-0.38,-0.41,-0.08,-0.03,0.01,0.081487997,-0.642023936,1.337454464,-0.368752418,0.221077008
3/7/2017,-0.319489317,-0.36,-0.35,-0.06,0.12,-0.25,-0.391797407,0.081487997,-0.642023936,1.337454464,-0.368752418
3/8/2017,-0.279344259,-0.19,-0.18,-0.83,0.47,-0.75,-0.319489317,-0.391797407,0.081487997,-0.642023936,1.337454464
3/9/2017,0.049357094,0.04,-0.53,-0.23,-0.59,-0.14,-0.279344259,-0.319489317,-0.391797407,0.081487997,-0.642023936
3/10/2017,0.361195612,0.34,0.06,-0.49,0.24,0.03,0.049357094,-0.279344259,-0.319489317,-0.391797407,0.081487997
3/13/2017,0.07370597,0.13,0.32,-0.06,-0.1,0.04,0.361195612,0.049357094,-0.279344259,-0.319489317,-0.391797407
3/14/2017,-0.360915607,-0.36,-0.22,-0.01,0.52,-0.25,0.07370597,0.361195612,0.049357094,-0.279344259,-0.319489317
3/15/2017,0.899868956,0.86,0.69,-0.46,-0.17,0.51,-0.360915607,0.07370597,0.361195612,0.049357094,-0.279344259
3/16/2017,-0.122230355,-0.06,0.44,0.23,-0.17,-0.36,0.899868956,-0.360915607,0.07370597,0.361195612,0.049357094
3/17/2017,-0.057091115,-0.08,0.57,-0.34,0.13,0.02,-0.122230355,0.899868956,-0.360915607,0.07370597,0.361195612
3/20/2017,-0.236891413,-0.25,-0.2,-0.72,-0.15,-0.05,-0.057091115,-0.122230355,0.899868956,-0.360915607,0.07370597
3/21/2017,-1.408293016,-1.48,-1.4,-0.72,0.88,0.28,-0.236891413,-0.057091115,-0.122230355,0.899868956,-0.360915607
3/22/2017,0.132619573,0.16,-0.33,-0.56,0.15,-0.16,-1.408293016,-0.236891413,-0.057091115,-0.122230355,0.899868956
3/23/2017,-0.033143362,-0.03,0.74,0.49,-0.01,0.2,0.132619573,-1.408293016,-0.236891413,-0.057091115,-0.122230355
3/24/2017,0.009990813,-0.05,0.1,-0.19,-0.32,-0.32,-0.033143362,0.132619573,-1.408293016,-0.236891413,-0.057091115
