Date,ret,RM-Rf,SMB,HML,RMW,CMA,Lag1,Lag2,Lag3,Lag4,Lag5
3/27/2017,-0.116579863,-0.05,0.46,-0.5,-0.23,-0.27,0.009990813,-0.033143362,0.132619573,-1.408293016,-0.236891413
3/28/2017,0.697447428,0.72,-0.05,0.72,0.02,0.39,-0.116579863,0.009990813,-0.033143362,0.132619573,-1.408293016
3/29/2017,0.181859046,0.18,0.31,-0.09,-0.36,0.13,0.697447428,-0.116579863,0.009990813,-0.033143362,0.132619573
3/30/2017,0.370956058,0.36,0.42,0.92,-0.05,-0.16,0.181859046,0.697447428,-0.116579863,0.009990813,-0.033143362
3/31/2017,-0.172930297,-0.16,0.54,-0.32,0.02,0.09,0.370956058,0.181859046,0.697447428,-0.116579863,0.009990813
4/3/2017,-0.247603818,-0.28,-1.14,-0.08,-0.13,-0.06,-0.172930297,0.370956058,0.181859046,0.697447428,-0.116579863
4/4/2017,0.049578057,0.05,-0.25,0.31,-0.1,0.19,-0.247603818,-0.172930297,0.370956058,0.181859046,0.697447428
4/5/2017,-0.405517058,-0.44,-0.83,-0.3,0.45,-0.1,0.049578057,-0.247603818,-0.172930297,0.370956058,0.181859046
4/6/2017,0.314635585,0.32,0.73,0.48,-0.13,0.37,-0.405517058,0.049578057,-0.247603818,-0.172930297,0.370956058
4/7/2017,-0.074434108,-0.08,0.07,-0.26,0,-0.06,0.314635585,-0.405517058,0.049578057,-0.247603818,-0.172930297
4/10/2017,0.124005817,0.08,0.14,0.08,0.19,0.5,-0.074434108,0.314635585,-0.405517058,0.049578057,-0.247603818
4/11/2017,-0.033062964,-0.05,0.8,0.22,0.19,0.19,0.124005817,-0.074434108,0.314635585,-0.405517058,0.049578057
4/12/2017,-0.513742119,-0.49,-0.93,-0.54,-0.02,-0.54,-0.033062964,0.124005817,-0.074434108,0.314635585,-0.405517058
4/13/2017,-0.683548228,-0.75,-0.34,-0.81,-0.05,-0.38,-0.513742119,-0.033062964,0.124005817,-0.074434108,0.314635585
4/17/2017,0.866146017,0.89,0.29,0.24,0.03,-0.14,-0.683548228,-0.513742119,-0.033062964,0.124005817,-0.074434108
4/18/2017,-0.215828578,-0.25,0.31,-0.18,0.31,0.11,0.866146017,-0.683548228,-0.513742119,-0.033062964,0.124005817
4/19/2017,-0.083132069,-0.08,0.56,-0.45,0.43,-0.84,-0.215828578,0.866146017,-0.683548228,-0.513742119,-0.033062964
4/20/2017,0.820030415,0.83,0.6,0.26,0.23,-0.2,-0.083132069,-0.215828578,0.866146017,-0.683548228,-0.513742119
4/21/2017,-0.322246416,-0.28,0.06,-0.15,0.34,-0.19,0.820030415,-0.083132069,-0.215828578,0.866146017,-0.683548228
4/24/2017,1.053774651,1.18,0.28,0.5,-0.06,0.16,-0.322246416,0.820030415,-0.083132069,-0.215828578,0.866146017
4/25/2017,0.620467482,0.66,0.39,-0.06,-0.38,0.31,1.053774651,-0.322246416,0.820030415,-0.083132069,-0.215828578
4/26/2017,0.024408291,0.04,0.76,0.31,0.25,0,0.620467482,1.053774651,-0.322246416,0.820030415,-0.083132069
4/27/2017,0.097582429,0.05,-0.2,-0.98,0.18,-0.57,0.024408291,0.620467482,1.053774651,-0.322246416,0.820030415
4/28/2017,-0.333831251,-0.3,-0.76,-0.6,0.08,-0.19,0.097582429,0.024408291,0.620467482,1.053774651,-0.322246416
5/1/2017,0.260644995,0.21,0.25,-0.12,-0.18,-0.5,-0.333831251,0.097582429,0.024408291,0.620467482,1.053774651
5/2/2017,0,0.03,-0.46,-0.22,0.42,-0.35,0.260644995,-0.333831251,0.097582429,0.024408291,0.620467482
5/3/2017,-0.24433675,-0.19,-0.51,0.21,-0.02,0.13,0,0.260644995,-0.333831251,0.097582429,0.024408291
5/4/2017,0.073371403,0.02,-0.12,-0.36,0.37,-0.72,-0.24433675,0,0.260644995,-0.333831251,0.097582429
5/5/2017,0.495829669,0.46,0.1,0.02,-0.26,0.65,0.073371403,-0.24433675,0,0.260644995,-0.333831251
5/8/2017,-0.154170554,-0.04,-0.21,0.26,0.08,0.08,0.495829669,0.073371403,-0.24433675,0,0.260644995
5/9/2017,-0.032489303,-0.05,0.4,-0.8,0.32,-0.37,-0.154170554,0.495829669,0.073371403,-0.24433675,0
5/10/2017,0.2190956,0.21,0.25,0.02,-0.34,0.39,-0.032489303,-0.154170554,0.495829669,0.073371403,-0.24433675
5/11/2017,-0.29223427,-0.26,-0.42,-0.16,-0.25,-0.02,0.2190956,-0.032489303,-0.154170554,0.495829669,0.073371403
5/12/2017,-0.195283098,-0.18,-0.38,-0.59,-0.26,-0.33,-0.29223427,0.2190956,-0.032489303,-0.154170554,0.495829669
5/15/2017,0.536138113,0.53,0.25,0.21,-0.34,0.04,-0.195283098,-0.29223427,0.2190956,-0.032489303,-0.154170554
5/16/2017,-0.056725185,-0.03,0.1,-0.09,-0.27,-0.12,0.536138113,-0.195283098,-0.29223427,0.2190956,-0.032489303
5/17/2017,-1.816015572,-1.97,-0.95,-0.6,0.59,0.29,-0.056725185,0.536138113,-0.195283098,-0.29223427,0.2190956
5/18/2017,0.296745868,0.4,0,-0.4,-0.36,-0.59,-1.816015572,-0.056725185,0.536138113,-0.195283098,-0.29223427
5/19/2017,0.713481737,0.7,-0.34,0.41,-0.1,0.8,0.296745868,-1.816015572,-0.056725185,0.536138113,-0.195283098
5/22/2017,0.529778599,0.56,0.26,-0.3,0.01,-0.31,0.713481737,0.296745868,-1.816015572,-0.056725185,0.536138113
5/23/2017,0.17057602,0.18,-0.02,0.64,-0.24,0.08,0.529778599,0.713481737,0.296745868,-1.816015572,-0.056725185
5/24/2017,0.291680011,0.24,-0.19,-0.46,0.13,-0.3,0.17057602,0.529778599,0.713481737,0.296745868,-1.816015572
5/25/2017,0.419883479,0.42,-0.34,-0.74,0.57,-0.63,0.291680011,0.17057602,0.529778599,0.713481737,0.296745868
5/26/2017,-0.016106778,0.06,-0.02,0.1,0.19,0.14,0.419883479,0.291680011,0.17057602,0.529778599,0.713481737
5/30/2017,-0.161301464,-0.19,-0.53,-0.35,0.65,-0.04,-0.016106778,0.419883479,0.291680011,0.17057602,0.529778599
5/31/2017,-0.032319673,-0.02,-0.04,-0.54,0.3,-0.09,-0.161301464,-0.016106778,0.419883479,0.291680011,0.17057602
6/1/2017,0.924289525,0.95,1.02,0.04,-0.23,0.05,-0.032319673,-0.161301464,-0.016106778,0.419883479,0.291680011
6/2/2017,0.32745878,0.35,0.44,-0.76,0.14,-0.47,0.924289525,-0.032319673,-0.161301464,-0.016106778,0.419883479
6/5/2017,-0.127674268,-0.17,-0.46,-0.03,-0.15,0.05,0.32745878,0.924289525,-0.032319673,-0.161301464,-0.016106778
6/6/2017,-0.255823875,-0.28,0.1,-0.02,-0.49,0.38,-0.127674268,0.32745878,0.924289525,-0.032319673,-0.161301464
6/7/2017,0.112013596,0.15,-0.11,-0.03,0.56,-0.67,-0.255823875,-0.127674268,0.32745878,0.924289525,-0.032319673
6/8/2017,0.175748882,0.18,1.19,0.94,-0.7,-0.05,0.112013596,-0.255823875,-0.127674268,0.32745878,0.924289525
6/9/2017,-0.079851811,-0.12,0.31,2.41,-0.07,1.09,0.175748882,0.112013596,-0.255823875,-0.127674268,0.32745878
6/12/2017,-0.015980783,-0.11,-0.17,0.33,0.08,0.57,-0.079851811,0.175748882,0.112013596,-0.255823875,-0.127674268
6/13/2017,0.494115624,0.55,0.06,-0.12,-0.3,-0.07,-0.015980783,-0.079851811,0.175748882,0.112013596,-0.255823875
6/14/2017,-0.143212279,-0.17,-0.54,-0.52,0.14,-0.53,0.494115624,-0.015980783,-0.079851811,0.175748882,0.112013596
6/15/2017,-0.223155298,-0.3,-0.31,-0.11,0.07,-0.1,-0.143212279,0.494115624,-0.015980783,-0.079851811,0.175748882
6/16/2017,-0.063854056,-0.03,-0.25,-0.15,-0.46,0.16,-0.223155298,-0.143212279,0.494115624,-0.015980783,-0.079851811
6/19/2017,0.811076228,0.86,0.11,-0.75,-0.12,-0.1,-0.063854056,-0.223155298,-0.143212279,0.494115624,-0.015980783
6/20/2017,-0.68340196,-0.73,-0.44,-0.5,-0.19,-0.23,0.811076228,-0.063854056,-0.223155298,-0.143212279,0.494115624
6/21/2017,-0.116224369,-0.07,-0.23,-1.68,-0.24,-1.15,-0.68340196,0.811076228,-0.063854056,-0.223155298,-0.143212279
6/22/2017,0.040078574,0.02,0.46,-0.4,-0.21,-0.02,-0.116224369,-0.68340196,0.811076228,-0.063854056,-0.223155298
6/23/2017,0.248218519,0.24,0.74,-0.49,-0.43,0.08,0.040078574,-0.116224369,-0.68340196,0.811076228,-0.063854056
6/26/2017,0.071944162,0.04,0.08,0.7,0.22,0.18,0.248218519,0.040078574,-0.116224369,-0.68340196,0.811076228
6/27/2017,-0.826488195,-0.85,-0.2,1.33,0.38,0.34,0.071944162,0.248218519,0.040078574,-0.116224369,-0.68340196
6/28/2017,0.938307061,1.02,0.8,0.22,-0.17,-0.1,-0.826488195,0.071944162,0.248218519,0.040078574,-0.116224369
6/29/2017,-0.8014284,-0.83,0.05,1.37,-0.22,0.34,0.938307061,-0.826488195,0.071944162,0.248218519,0.040078574
6/30/2017,0.136704543,0.14,-0.09,-0.29,0.21,0.3,-0.8014284,0.938307061,-0.826488195,0.071944162,0.248218519
7/3/2017,0.240773023,0.24,0.44,1.2,-0.51,0.71,0.136704543,-0.8014284,0.938307061,-0.826488195,0.071944162
7/5/2017,0.112147537,0.12,-0.69,-0.58,0.13,-0.67,0.240773023,0.136704543,-0.8014284,0.938307061,-0.826488195
7/6/2017,-0.989734046,-0.95,-0.44,0.12,0.2,-0.09,0.112147537,0.240773023,0.136704543,-0.8014284,0.938307061
7/7/2017,0.693035122,0.7,0.41,-0.41,0.18,-0.49,-0.989734046,0.112147537,0.240773023,0.136704543,-0.8014284
7/10/2017,0.072251141,0.05,-0.47,-0.07,-0.11,0.01,0.693035122,-0.989734046,0.112147537,0.240773023,0.136704543
7/11/2017,-0.024056297,0,0.29,-0.55,-0.32,0.18,0.072251141,0.693035122,-0.989734046,0.112147537,0.240773023
7/12/2017,0.711845833,0.72,0.06,-0.52,0.12,-0.21,-0.024056297,0.072251141,0.693035122,-0.989734046,0.112147537
7/13/2017,0.159281081,0.17,-0.02,0.38,-0.04,0.18,0.711845833,-0.024056297,0.072251141,0.693035122,-0.989734046
7/14/2017,0.444626839,0.42,-0.21,-0.51,0.16,-0.01,0.159281081,0.711845833,-0.024056297,0.072251141,0.693035122
7/17/2017,0,0,0.22,0.11,0.18,0.07,0.444626839,0.159281081,0.711845833,-0.024056297,0.072251141
7/18/2017,0.063340963,0.04,-0.37,-0.3,-0.1,-0.39,0,0.444626839,0.159281081,0.711845833,-0.024056297
7/19/2017,0.576275108,0.59,0.47,0.03,-0.21,0.2,0.063340963,0,0.444626839,0.159281081,0.711845833
7/20/2017,0.062956734,-0.01,0.07,-0.04,0.14,-0.3,0.576275108,0.063340963,0,0.444626839,0.159281081
7/21/2017,-0.133824529,-0.08,-0.41,-0.24,0,-0.34,0.062956734,0.576275108,0.063340963,0,0.444626839
7/24/2017,0.007884128,-0.03,0.1,-0.18,-0.24,-0.39,-0.133824529,0.062956734,0.576275108,0.063340963,0
7/25/2017,0.330272256,0.38,0.43,0.95,-0.19,0.65,0.007884128,-0.133824529,0.062956734,0.576275108,0.063340963
7/26/2017,-0.07068533,-0.06,-0.46,-0.74,-0.15,0.07,0.330272256,0.007884128,-0.133824529,0.062956734,0.576275108
7/27/2017,-0.172974579,-0.14,-0.67,0.44,0.32,0.35,-0.07068533,0.330272256,0.007884128,-0.133824529,0.062956734
7/28/2017,-0.165408584,-0.17,-0.06,0.27,-0.22,0.26,-0.172974579,-0.07068533,0.330272256,0.007884128,-0.133824529
7/31/2017,-0.055191103,-0.11,-0.27,0.45,-0.11,0.08,-0.165408584,-0.172974579,-0.07068533,0.330272256,0.007884128
8/1/2017,0.204863116,0.24,-0.13,0.15,0.26,-0.5,-0.055191103,-0.165408584,-0.172974579,-0.07068533,0.330272256
8/2/2017,-0.094492683,-0.08,-1.16,0.15,0.03,-0.37,0.204863116,-0.055191103,-0.165408584,-0.172974579,-0.07068533
8/3/2017,-0.228746681,-0.21,-0.33,-0.31,0.29,-0.33,-0.094492683,0.204863116,-0.055191103,-0.165408584,-0.172974579
8/4/2017,0.212980021,0.25,0.34,0.38,-0.05,0.08,-0.228746681,-0.094492683,0.204863116,-0.055191103,-0.165408584
8/7/2017,0.196790867,0.16,-0.1,-0.57,0.24,-0.36,0.212980021,-0.228746681,-0.094492683,0.204863116,-0.055191103
8/8/2017,-0.275624951,-0.24,-0.07,0.25,-0.33,-0.18,0.196790867,0.212980021,-0.228746681,-0.094492683,0.204863116
8/9/2017,-0.110455393,-0.14,-0.79,-0.06,0.13,0.05,-0.275624951,0.196790867,0.212980021,-0.228746681,-0.094492683
8/10/2017,-1.479270416,-1.49,-0.31,0.26,0.3,0.1,-0.110455393,-0.275624951,0.196790867,0.212980021,-0.228746681
8/11/2017,0.184103131,0.2,0.17,-0.87,0.36,-0.08,-1.479270416,-0.110455393,-0.275624951,0.196790867,0.212980021
8/14/2017,1.018461023,1.03,0.31,0.11,-0.04,-0.47,0.184103131,-1.479270416,-0.110455393,-0.275624951,0.196790867
8/15/2017,-0.095039033,-0.11,-0.86,-0.02,-0.17,-0.24,1.018461023,0.184103131,-1.479270416,-0.110455393,-0.275624951
8/16/2017,0.182090018,0.18,-0.14,-0.44,0.33,-0.14,-0.095039033,1.018461023,0.184103131,-1.479270416,-0.110455393
8/17/2017,-1.602600501,-1.59,-0.18,-0.16,-0.03,0.14,0.182090018,-0.095039033,1.018461023,0.184103131,-1.479270416
8/18/2017,-0.168914663,-0.15,0.11,0.24,-0.27,0,-1.602600501,0.182090018,-0.095039033,1.018461023,0.184103131
8/21/2017,0.1448095,0.06,-0.27,-0.22,0.19,-0.14,-0.168914663,-1.602600501,0.182090018,-0.095039033,1.018461023
8/22/2017,0.999889659,1.07,-0.02,-0.24,-0.17,0.17,0.1448095,-0.168914663,-1.602600501,0.182090018,-0.095039033
8/23/2017,-0.302916525,-0.32,0.12,0.42,-0.49,0.12,0.999889659,0.1448095,-0.168914663,-1.602600501,0.182090018
8/24/2017,-0.159789962,-0.14,0.57,0.17,-0.48,0.21,-0.302916525,0.999889659,0.1448095,-0.168914663,-1.602600501
8/25/2017,0.239606053,0.18,0.16,0.55,0.13,0.23,-0.159789962,-0.302916525,0.999889659,0.1448095,-0.168914663
8/28/2017,0.039877297,0.08,0.3,-0.74,0.19,-0.12,0.239606053,-0.159789962,-0.302916525,0.999889659,0.1448095
8/29/2017,0.039855391,0.1,0.09,-0.39,0,0.08,0.039877297,0.239606053,-0.159789962,-0.302916525,0.999889659
8/30/2017,0.524697541,0.53,0.01,-0.31,0.09,-0.37,0.039855391,0.039877297,0.239606053,-0.159789962,-0.302916525
8/31/2017,0.679556319,0.62,0.38,-0.43,-0.3,0.06,0.524697541,0.039855391,0.039877297,0.239606053,-0.159789962
9/1/2017,0.228122222,0.27,0.43,0.4,-0.09,0.35,0.679556319,0.524697541,0.039855391,0.039877297,0.239606053
9/5/2017,-0.772986719,-0.81,-0.04,-0.98,-0.07,0.48,0.228122222,0.679556319,0.524697541,0.039855391,0.039877297
9/6/2017,0.276759119,0.28,-0.05,0.12,-0.37,0.16,-0.772986719,0.228122222,0.679556319,0.524697541,0.039855391
9/7/2017,-0.047404741,-0.07,0.02,-0.91,0.01,0.13,0.276759119,-0.772986719,0.228122222,0.679556319,0.524697541
9/8/2017,-0.071105841,-0.16,0.12,0.39,0.21,-0.12,-0.047404741,0.276759119,-0.772986719,0.228122222,0.679556319
9/11/2017,1.069428187,1.08,-0.06,0.64,-0.33,-0.09,-0.071105841,-0.047404741,0.276759119,-0.772986719,0.228122222
9/12/2017,0.382531408,0.44,0.34,0.73,0.08,0.17,1.069428187,-0.071105841,-0.047404741,0.276759119,-0.772986719
9/13/2017,0.04674809,0.11,0.29,0.36,-0.34,0.1,0.382531408,1.069428187,-0.071105841,-0.047404741,0.276759119
9/14/2017,-0.031143663,-0.12,-0.07,-0.07,-0.31,0.24,0.04674809,0.382531408,1.069428187,-0.071105841,-0.047404741
9/15/2017,0.186792881,0.19,0.26,0.14,0.3,-0.03,-0.031143663,0.04674809,0.382531408,1.069428187,-0.071105841
9/18/2017,0.240764485,0.24,0.4,0.2,-0.49,0.24,0.186792881,-0.031143663,0.04674809,0.382531408,1.069428187
9/19/2017,0.046528898,0.15,-0.21,0.39,0.03,0.06,0.240764485,0.186792881,-0.031143663,0.04674809,0.382531408
9/20/2017,0.16269796,0.16,0.27,0.48,-0.18,0.3,0.046528898,0.240764485,0.186792881,-0.031143663,0.04674809
9/21/2017,-0.279085491,-0.28,0.15,0.37,-0.05,-0.06,0.16269796,0.046528898,0.240764485,0.186792881,-0.031143663
9/22/2017,0.080281584,0.12,0.42,0.11,0.38,0.31,-0.279085491,0.16269796,0.046528898,0.240764485,0.186792881
9/25/2017,-0.163724989,-0.25,0.34,0.58,-0.21,0.61,0.080281584,-0.279085491,0.16269796,0.046528898,0.240764485
9/26/2017,0.023404507,0.05,0.45,0.15,0.57,-0.18,-0.163724989,0.080281584,-0.279085491,0.16269796,0.046528898
9/27/2017,0.544569176,0.63,1.42,0.22,-0.28,-0.48,0.023404507,-0.163724989,0.080281584,-0.279085491,0.16269796
9/28/2017,0.162811757,0.13,0.17,-0.05,-0.1,-0.15,0.544569176,0.023404507,-0.163724989,0.080281584,-0.279085491
9/29/2017,0.324797311,0.35,-0.14,-0.26,-0.11,-0.31,0.162811757,0.544569176,0.023404507,-0.163724989,0.080281584
10/2/2017,0.523626461,0.5,0.88,0.13,-0.21,0.25,0.324797311,0.162811757,0.544569176,0.023404507,-0.163724989
10/3/2017,0.199506606,0.26,-0.03,-0.04,-0.02,-0.09,0.523626461,0.324797311,0.162811757,0.544569176,0.023404507
10/4/2017,0.099601777,0.05,-0.33,-0.45,-0.09,0.04,0.199506606,0.523626461,0.324797311,0.162811757,0.544569176
10/5/2017,0.526964473,0.55,-0.32,0.38,-0.31,-0.19,0.099601777,0.199506606,0.523626461,0.324797311,0.162811757
10/6/2017,-0.068552657,-0.08,-0.08,-0.25,0.15,-0.36,0.526964473,0.099601777,0.199506606,0.523626461,0.324797311
10/9/2017,-0.198401065,-0.22,-0.28,0,0.1,-0.21,-0.068552657,0.526964473,0.099601777,0.199506606,0.523626461
10/10/2017,0.236499122,0.24,0.04,0.42,0.11,-0.1,-0.198401065,-0.068552657,0.526964473,0.099601777,0.199506606
10/11/2017,0.137055965,0.16,-0.24,-0.19,-0.06,-0.1,0.236499122,-0.198401065,-0.068552657,0.526964473,0.099601777
10/12/2017,-0.121836495,-0.18,-0.11,-0.51,0.13,0.1,0.137055965,0.236499122,-0.198401065,-0.068552657,0.526964473
10/13/2017,0.076159793,0.04,-0.27,0.15,0.2,0.03,-0.121836495,0.137055965,0.236499122,-0.198401065,-0.068552657
10/16/2017,0.068494175,0.17,-0.28,0.36,0.02,-0.05,0.076159793,-0.121836495,0.137055965,0.236499122,-0.198401065
10/17/2017,0.045633199,0.01,-0.35,-0.31,0.41,-0.18,0.068494175,0.076159793,-0.121836495,0.137055965,0.236499122
10/18/2017,0.129168198,0.14,0.36,0.22,0.3,-0.14,0.045633199,0.068494175,0.076159793,-0.121836495,0.137055965
10/19/2017,0.022809892,0.02,-0.36,0.16,0.14,0.09,0.129168198,0.045633199,0.068494175,0.076159793,-0.121836495
10/20/2017,0.537599842,0.57,0,0.27,0.09,0,0.022809892,0.129168198,0.045633199,0.068494175,0.076159793
10/23/2017,-0.423787792,-0.45,-0.36,0.18,0.25,-0.37,0.537599842,0.022809892,0.129168198,0.045633199,0.068494175
10/24/2017,0.174282705,0.2,-0.11,0.49,-0.01,-0.12,-0.423787792,0.537599842,0.022809892,0.129168198,0.045633199
10/25/2017,-0.523748943,-0.51,0.04,0.14,0.25,-0.49,0.174282705,-0.423787792,0.537599842,0.022809892,0.129168198
10/26/2017,0.129300712,0.2,0.05,0.27,0.16,-0.17,-0.523748943,0.174282705,-0.423787792,0.537599842,0.022809892
10/27/2017,0.809973166,0.82,-0.07,-0.98,0.11,-1.24,0.129300712,-0.523748943,0.174282705,-0.423787792,0.537599842
10/30/2017,-0.438262702,-0.46,-0.78,-0.03,-0.57,-0.29,0.809973166,0.129300712,-0.523748943,0.174282705,-0.423787792
10/31/2017,0.204249769,0.23,0.77,-0.24,-0.21,0.13,-0.438262702,0.809973166,0.129300712,-0.523748943,0.174282705
11/1/2017,0.083101242,0.05,-0.8,0.08,-0.01,-0.05,0.204249769,-0.438262702,0.809973166,0.129300712,-0.523748943
11/2/2017,0.022673341,0.06,0.01,0.5,-0.27,0.29,0.083101242,0.204249769,-0.438262702,0.809973166,0.129300712
11/3/2017,0.263859983,0.31,-0.54,-0.71,-0.16,-0.08,0.022673341,0.083101242,0.204249769,-0.438262702,0.809973166
11/6/2017,0.18803651,0.06,0.15,0.19,-0.62,0.18,0.263859983,0.022673341,0.083101242,0.204249769,-0.438262702
11/7/2017,-0.173028757,-0.2,-1.42,-0.4,0.46,-0.12,0.18803651,0.263859983,0.022673341,0.083101242,0.204249769
11/8/2017,0.165495413,0.12,-0.03,-0.57,0.55,-0.08,-0.173028757,0.18803651,0.263859983,0.022673341,0.083101242
11/9/2017,-0.406639625,-0.41,0,0.23,0,0.05,0.165495413,-0.173028757,0.18803651,0.263859983,0.022673341
11/10/2017,0.015078143,0.01,0.06,-0.42,0.21,0.1,-0.406639625,0.165495413,-0.173028757,0.18803651,0.263859983
11/13/2017,0.052804536,0.09,-0.29,0.09,0.03,-0.79,0.015078143,-0.406639625,0.165495413,-0.173028757,0.18803651
11/14/2017,-0.181152687,-0.22,-0.06,0.02,0.93,-0.5,0.052804536,0.015078143,-0.406639625,0.165495413,-0.173028757
11/15/2017,-0.515038971,-0.52,0.05,0.23,-0.05,0.16,-0.181152687,0.052804536,0.015078143,-0.406639625,0.165495413
11/16/2017,0.90710881,1.01,0.85,-0.55,0.54,-0.04,-0.515038971,-0.181152687,0.052804536,0.015078143,-0.406639625
11/17/2017,-0.188285004,-0.14,0.72,0.29,-0.16,0.45,0.90710881,-0.515038971,-0.181152687,0.052804536,0.015078143
11/20/2017,0.256003756,0.21,0.62,0.02,0.25,0,-0.188285004,0.90710881,-0.515038971,-0.181152687,0.052804536
11/21/2017,0.689442766,0.67,0.36,-0.33,0.03,-0.57,0.256003756,-0.188285004,0.90710881,-0.515038971,-0.181152687
11/22/2017,-0.074708128,-0.05,0.08,-0.08,-0.22,0.22,0.689442766,0.256003756,-0.188285004,0.90710881,-0.515038971
11/24/2017,0.231401685,0.21,0,-0.43,0.04,-0.07,-0.074708128,0.689442766,0.256003756,-0.188285004,0.90710881
11/27/2017,-0.104442824,-0.06,-0.3,0.01,0.6,-0.15,0.231401685,-0.074708128,0.689442766,0.256003756,-0.188285004
11/28/2017,0.987883521,1.06,0.56,0.86,0.29,-0.01,-0.104442824,0.231401685,-0.074708128,0.689442766,0.256003756
11/29/2017,0,0.02,0.32,1.45,0.79,0.47,0.987883521,-0.104442824,0.231401685,-0.074708128,0.689442766
11/30/2017,0.76571188,0.82,-0.61,-0.51,-0.21,0.14,0,0.987883521,-0.104442824,0.231401685,-0.074708128
12/1/2017,-0.198206493,-0.22,-0.32,0.36,-0.39,0.35,0.76571188,0,0.987883521,-0.104442824,0.231401685
12/4/2017,-0.132410978,-0.1,-0.13,1.2,0.98,0.51,-0.198206493,0.76571188,0,0.987883521,-0.104442824
12/5/2017,-0.427728587,-0.43,-0.46,-0.22,0.22,-0.18,-0.132410978,-0.198206493,0.76571188,0,0.987883521
12/6/2017,-0.059132926,-0.09,-0.52,-0.53,0.4,-0.52,-0.427728587,-0.132410978,-0.198206493,0.76571188,0
12/7/2017,0.398530577,0.42,0.28,-0.2,-0.23,0.13,-0.059132926,-0.427728587,-0.132410978,-0.198206493,0.76571188
12/8/2017,0.521595484,0.51,-0.45,-0.13,-0.08,0.15,0.398530577,-0.059132926,-0.427728587,-0.132410978,-0.198206493
12/11/2017,0.234185324,0.26,-0.42,-0.16,-0.05,0.09,0.521595484,0.398530577,-0.059132926,-0.427728587,-0.132410978
12/12/2017,0.109591446,0.07,-0.44,0.5,0.03,0.1,0.234185324,0.521595484,0.398530577,-0.059132926,-0.427728587
12/13/2017,0.014584955,0.02,0.62,-0.89,0.28,-0.07,0.109591446,0.234185324,0.521595484,0.398530577,-0.059132926
12/14/2017,-0.468325271,-0.47,-0.76,-0.21,-0.17,-0.13,0.014584955,0.109591446,0.234185324,0.521595484,0.398530577
12/15/2017,0.890886393,0.92,0.68,0.04,0.32,-0.48,-0.468325271,0.014584955,0.109591446,0.234185324,0.521595484
12/18/2017,0.688287276,0.67,0.82,0.26,0.22,0.17,0.890886393,-0.468325271,0.014584955,0.109591446,0.234185324
12/19/2017,-0.40516331,-0.3,-0.34,-0.24,0.26,0.37,0.688287276,0.890886393,-0.468325271,0.014584955,0.109591446
12/20/2017,-0.007249485,0.01,0.36,0.05,-0.16,0.33,-0.40516331,0.688287276,0.890886393,-0.468325271,0.014584955
12/21/2017,0.227795961,0.24,0.3,0.63,-0.7,0.33,-0.007249485,-0.40516331,0.688287276,0.890886393,-0.468325271
12/22/2017,-0.036338893,-0.07,-0.2,-0.21,-0.11,0.2,0.227795961,-0.007249485,-0.40516331,0.688287276,0.890886393
12/26/2017,-0.080042721,-0.07,0.3,-0.08,-0.12,0.57,-0.036338893,0.227795961,-0.007249485,-0.40516331,0.688287276
12/27/2017,0.036416127,0.05,-0.16,-0.19,0.08,-0.15,-0.080042721,-0.036338893,0.227795961,-0.007249485,-0.40516331
12/28/2017,0.21797853,0.22,0.09,0.05,-0.14,-0.21,0.036416127,-0.080042721,-0.036338893,0.227795961,-0.007249485
12/29/2017,-0.370876103,-0.57,-0.3,0.01,0.15,0.17,0.21797853,0.036416127,-0.080042721,-0.036338893,0.227795961
1/2/2018,0.704250062,0.85,0.3,-0.23,-0.49,0.31,-0.370876103,0.21797853,0.036416127,-0.080042721,-0.036338893
1/3/2018,0.577128926,0.59,-0.47,-0.18,-0.72,-0.05,0.704250062,-0.370876103,0.21797853,0.036416127,-0.080042721
1/4/2018,0.3804946,0.42,-0.23,0.23,-0.01,0.3,0.577128926,0.704250062,-0.370876103,0.21797853,0.036416127
1/5/2018,0.585870366,0.66,-0.37,-0.25,0.37,-0.37,0.3804946,0.577128926,0.704250062,-0.370876103,0.21797853
1/8/2018,0.22770379,0.19,-0.19,0.04,-0.08,0.01,0.585870366,0.3804946,0.577128926,0.704250062,-0.370876103
1/9/2018,0.184663332,0.15,-0.39,-0.04,-0.12,0.03,0.22770379,0.585870366,0.3804946,0.577128926,0.704250062
1/10/2018,-0.156225024,-0.07,0.13,0.56,-0.32,0.02,0.184663332,0.22770379,0.585870366,0.3804946,0.577128926
1/11/2018,0.842051475,0.87,1.12,0.3,-0.21,0.58,-0.156225024,0.184663332,0.22770379,0.585870366,0.3804946
1/12/2018,0.583096915,0.66,-0.33,0.16,-0.1,0.18,0.842051475,-0.156225024,0.184663332,0.22770379,0.585870366
1/16/2018,-0.442298115,-0.49,-1,0,0.44,-0.4,0.583096915,0.842051475,-0.156225024,0.184663332,0.22770379
1/17/2018,0.917547196,0.95,-0.05,-0.1,-0.1,-0.1,-0.442298115,0.583096915,0.842051475,-0.156225024,0.184663332
1/18/2018,-0.174460024,-0.18,-0.42,-0.25,0.3,-0.38,0.917547196,-0.442298115,0.583096915,0.842051475,-0.156225024
1/19/2018,0.515511265,0.57,0.92,-0.06,0.08,0.11,-0.174460024,0.917547196,-0.442298115,0.583096915,0.842051475
